,IFI27,RPL5,ZBP1,IFITM1,EPSTI1,EBI2,FCER1A,GADD45A,TNFSF13B,IFIT2,OSBPL10,SCRN1,TNFAIP6
GSM1594784,9.23304259,12.1085241,8.41448405,11.8591632,8.99853082,8.62993543,8.6134412,7.4377667800000005,9.70531286,10.0499363,6.72490076,6.00179308,6.25043736
GSM1594785,13.9641347,11.2846955,9.4505665,12.6069838,11.6782134,7.714078965000001,8.82926377,7.51191821,11.84268565,12.3531082,4.94285543,5.54307776,6.964838645
GSM1594786,14.1379592,11.5769218,10.7302362,13.5413739,11.7696894,7.073631595,8.84304936,7.15745241,11.04855075,12.391056,5.90309652,5.42400803,6.795763095
GSM1594787,9.92855976,12.328463,8.67600361,11.7497029,9.62707923,8.151793275,9.66263937,7.002615385,10.42373375,11.4751217,4.94285543,6.13886626,5.86242594
GSM1594788,14.5511915,11.2259419,8.59834447,12.3939422,11.2502853,8.32265538,9.54125065,6.54171953,10.664636699999999,11.88917,5.54779591,5.66364203,6.59937118
GSM1594789,12.9038261,11.259906,10.0051926,12.3588331,11.3446267,8.25776931,9.34452076,6.267387599999999,10.769546250000001,12.4656614,4.94285543,6.54954958,5.933699615
GSM1594790,13.8796471,11.0490498,10.3678308,12.4065232,11.8167001,8.174171935,9.20497507,6.9141181,11.64652075,12.4475278,4.94285543,6.51371595,6.324707215
GSM1594791,11.3304245,11.3136239,9.7802098,12.4192801,10.8064888,8.29563224,8.58540579,6.095385869999999,10.8458831,12.6195104,5.85522861,5.35102209,6.323387845
GSM1594792,13.9812193,10.8098405,10.5675221,12.7673225,11.7329871,7.44352135,8.64011641,7.84257103,11.66805825,12.6587501,4.94285543,6.01483811,6.936574095
GSM1594793,13.2375084,10.756219,10.5013113,12.9537553,11.7845605,7.57643702,9.99408939,7.80158486,11.2584645,12.6304637,4.94285543,6.15597652,6.778556445
GSM1594794,13.9394262,10.9523769,10.2467439,12.6826898,11.6287354,8.338529059999999,10.7075634,7.1777324700000005,10.93990685,12.8311665,4.94285543,6.17660496,6.198241935
GSM1594795,13.0880693,11.2608703,9.97762748,12.7237985,11.9694312,8.14863386,9.33391743,6.561142265,11.53407595,12.8506689,4.94285543,5.96027071,6.562011835
GSM1594796,14.0246777,10.7064372,11.19841,13.5785688,12.1612276,7.09343797,7.53505965,7.48028612,11.594107,13.471993,6.34290528,6.33648389,6.902880695
GSM1594797,9.54450865,10.8037573,9.5932807,12.1737199,11.272001,7.288959930000001,8.90716441,7.44119284,10.8355165,12.1774644,4.94285543,5.27783213,6.640887445
GSM1594798,12.8738719,10.6725094,10.8969331,12.8382612,12.1592692,8.163162475,8.08054985,6.15518402,11.805384,13.238551,4.98719359,6.70371586,6.167447665
GSM1594799,4.81157959,11.9855229,8.78733095,11.4489258,8.85815678,8.8928008,9.61984886,7.081789405,10.5953364,11.0751306,4.94285543,6.71328893,5.651034044999999
GSM1594800,14.7195491,9.82140556,11.0131302,13.7968075,12.7493433,6.4813837,7.41976177,7.458859605000001,12.3682822,13.4883661,4.94285543,4.38439303,7.195363295
GSM1594801,11.3556385,10.632001,9.80068377,12.5670377,11.2739222,7.600487185,8.67600922,7.530799665,11.765572850000002,12.7072004,4.94285543,5.62913216,6.871998945
GSM1594802,13.8901539,10.8331814,11.5427629,13.7301778,12.2635947,8.5778777,8.95782222,6.38020378,12.231814799999999,13.6762981,7.17895369,6.49304393,7.111399795
GSM1594803,13.2731712,11.5728438,10.3350991,12.5895552,11.6390449,8.516921570000001,8.85545754,6.54377748,11.108204,12.8841436,6.82490094,6.67185734,6.00936827
GSM1594804,14.0528368,11.1099985,10.3755302,12.3649316,12.1502868,7.70424315,8.32206608,7.187382725,10.9817195,12.7736948,6.72510378,6.92907376,6.2811477
GSM1594805,11.357552,10.9386369,10.956312,12.9589946,12.06328,7.632293089999999,9.34295541,7.8304329,11.87279225,13.4522169,4.94285543,6.36134939,7.189842295
GSM1594806,8.67084252,11.3684297,8.68704818,11.8364036,9.54636816,8.606100165,8.03670614,7.70264911,10.38387655,10.792082,7.47683235,5.6787644,6.28851078
GSM1594807,13.3375095,11.5472964,10.8574132,13.0024661,11.7186027,8.210936725,9.3723663,5.963060575,11.10541065,12.7770602,6.13315612,6.38544004,6.755893595
GSM1594808,13.7720846,11.0029596,10.5554357,12.8664552,11.9860893,7.9132530150000004,9.97615633,7.19159345,11.60782815,12.7598505,5.88307331,6.43049673,6.663926595
GSM1594809,12.0044306,11.4884393,9.93617239,12.6105841,10.7591108,8.38982286,8.66042096,7.408040424999999,10.9645038,12.6074217,6.26228319,6.35881625,5.898441155
GSM1594810,14.3889068,10.5121212,11.0303076,13.6090784,12.4764296,8.16975809,6.42821967,7.732457054999999,11.5787569,13.028198,6.96201148,6.02669581,7.122759495
GSM1594811,13.9821274,10.3975949,11.1011209,13.3560092,12.3097547,8.462835535,8.45443777,7.575366945,11.91113755,13.1561639,5.02279942,6.40075242,7.295857945
GSM1594812,13.6865228,11.2222816,10.204693,12.7857062,11.7761839,8.255605515,9.72985668,7.195125345,11.57511335,13.2462287,6.1281543,6.42718898,6.762566345
GSM1594813,11.617357,10.7226085,10.1904813,12.4058466,11.3903913,6.78919531,9.62900936,8.023477645,11.67829815,12.4897392,4.94285543,5.05295334,7.349676145
GSM1594814,14.3032048,10.3697256,10.1793173,13.3481837,12.3937173,7.08576543,8.41713138,7.808701475,11.581916,13.0108855,4.94285543,5.30372396,6.925577845
GSM1594815,13.8170051,11.5643354,10.5508511,13.0149349,11.6960562,8.633337365,9.33429121,6.889198285,11.7104198,13.4436823,4.94285543,6.96447313,6.720850445
GSM1594816,13.857684,10.9615767,11.1650013,13.0174749,11.9027373,6.73328212,8.19993573,7.956300075000001,12.1407054,13.7524067,4.94285543,6.28356827,6.862889945
GSM1594817,12.6998449,10.6967872,10.8407201,13.4525625,11.9317268,6.545230985,7.55324188,7.875404915,11.566631399999999,12.8719971,4.94285543,4.38439303,7.173185695
GSM1594818,11.9166846,11.0007866,8.29150215,11.5364683,9.36330851,7.535683625,10.0254991,7.329575784999999,10.04335775,11.0372681,4.94285543,5.4244936,5.887363175
GSM1594819,14.1696798,11.2825243,10.5271556,13.2978238,12.2579789,7.80836686,9.84556525,8.114012785,11.725731450000001,12.6514132,4.94285543,6.51598152,6.896408695
GSM1594820,10.5430787,11.0254334,10.5824099,12.5258577,11.8766703,6.618685365,9.64343187,7.699205085,11.0063241,12.9992479,4.94285543,4.9678399,6.471157505
GSM1594821,10.18049,10.7732511,9.70982075,12.2806397,10.7464715,6.550640615000001,8.4235058,7.65247151,11.309078,12.4851938,4.94285543,5.1328388,7.042686645
GSM1594822,6.69954423,11.7443109,8.68238756,12.136012,8.96752347,7.54983319,8.87177257,6.65942564,10.8801023,11.0302046,5.01484321,6.0630766,5.524215515
GSM1594823,13.8129337,10.7355962,10.135465,12.9034772,11.6874718,7.77429158,9.20081493,7.6976018150000005,12.0128728,13.4546612,4.94285543,6.37199913,7.095695245
GSM1594824,8.89577315,11.8125706,10.0788438,12.8618099,11.0310967,7.35665276,9.4433175,8.111454510000002,12.3075206,12.9536367,4.94285543,5.89698453,6.856695795
GSM1594825,14.1395655,10.154095,11.795253,13.6593791,12.6330437,6.8823031,9.43390083,8.318952215,12.6913445,13.6679269,4.94285543,4.39365133,7.085896895
GSM1594826,11.3753393,11.3575327,9.40017643,12.7293917,11.3600402,6.952513215,8.55476783,7.7533740600000005,11.4761881,12.3645429,4.94285543,5.32066574,6.885864945
GSM1594827,14.3378308,11.4532579,10.7220607,12.5051603,11.893547,7.412736560000001,7.88668165,7.371078839999999,11.50831885,12.8797103,6.69813017,7.33032448,6.189562955
GSM1594828,13.7574524,11.4961254,10.1817565,13.1656891,11.716222,7.848054015000001,9.28775771,6.98388203,11.3647602,12.8874038,4.94285543,6.26199987,6.28980363
GSM1594829,9.66704911,11.6612482,9.63360913,12.2135173,11.5410977,7.258397535,8.28498163,7.331886304999999,11.19868315,12.2446205,5.30742787,5.5322513,6.647516365
GSM1594830,13.601582,11.6805121,10.4421287,12.7764837,11.1597721,8.402414545,9.40646848,6.34634392,11.80318945,12.7603087,5.05451445,7.26326567,6.618051675
GSM1594831,12.0343233,12.0512949,9.38679944,12.3793659,11.1010245,8.264847679999999,9.54336239,6.909839565,11.25371805,12.208287,4.94285543,4.38813341,6.2177283800000005
GSM1594832,14.4294843,11.7768611,10.4224224,13.2837326,12.3017872,8.76599907,8.03992713,6.38112388,11.78687005,12.9977846,4.94285543,7.23908471,6.877314695
GSM1594833,12.3433704,12.2161747,9.85755907,6.04901546,11.7478082,8.31017196,8.16732099,7.31441331,9.68468052,12.9836118,6.32726007,7.1872364,6.601372400000001
GSM1594834,13.3331361,10.8136038,9.53512921,12.4483467,11.0516457,6.49243813,6.40348349,7.934984155,10.95041355,11.7896795,4.94285543,6.40475334,6.729592995
GSM1594835,12.4329465,11.3979547,9.53171447,12.7801204,11.4630979,7.530228805,8.96065835,7.392351735,11.42996265,12.6961274,5.51883861,5.55415131,6.56586898
GSM1594836,12.4246367,10.7247832,10.383945,12.7835927,11.3112734,5.128942015,4.67851808,8.68991912,11.9361072,12.8764389,4.94285543,5.0668198,6.661477345
GSM1594837,9.63259278,11.9521683,7.97729727,11.6692133,8.82285052,7.910403095,9.09036731,6.88276678,10.433709799999999,11.4050712,4.94285543,5.9081291,6.07236119
GSM1594838,11.8191037,11.7595136,9.45046673,11.368379,10.3694831,7.149036465,9.29780372,7.07083377,10.80641355,11.8675579,4.94285543,6.26943746,6.279263135
GSM1594839,14.3790313,10.7647883,10.7572903,13.1984021,11.9294491,6.405530825,8.057235,8.006351355,11.3944282,13.1127776,5.54828055,6.45294725,6.728656345
GSM1594840,13.5821619,11.1970369,10.7266474,13.2247564,11.9563907,7.993199725,9.11187351,7.17361846,11.87295685,12.9050458,5.15870174,4.38439303,6.916284945
GSM1594841,13.9390359,11.798866,10.1245371,12.7347655,11.6484517,8.330654915,8.21661667,7.374594275,11.4707121,12.5965416,6.55256265,6.28184839,6.348006765
GSM1594842,11.2288139,11.7796134,9.77822394,12.6955041,11.5818576,7.78952909,8.62932613,6.927011995,11.519146450000001,12.3911059,4.94285543,5.6101202,6.911149295
GSM1594843,10.0711044,12.0898358,8.64353588,11.9274562,10.3370382,8.191389985,9.32664755,7.24462771,10.53059765,11.5866555,5.721831,6.40870242,5.86023441
GSM1594844,14.0500166,11.2014241,10.2797858,12.9507687,11.734808,8.36794992,9.37815411,7.471735315,11.3038296,12.6666807,4.94285543,5.69198651,6.716221245
GSM1594845,9.70782479,12.0876553,10.1383422,12.8905867,10.8625442,8.23576905,9.13121367,6.521550195,11.328046749999999,12.8773861,5.96847607,5.92357567,5.6546470499999995
GSM1594846,8.56656006,11.0532995,9.31390259,12.6645709,10.4313721,7.7513483050000005,9.3975498,7.178089229999999,11.3580474,12.6315329,4.94285543,5.71072788,6.185070405
GSM1594847,6.87286294,11.108333,8.31039472,11.3751695,8.99276775,8.023443605,8.82960892,6.97293161,10.224158200000002,10.8362177,4.94285543,5.86226926,5.4064139099999995
GSM1594848,12.5429319,10.9502934,9.41910107,12.5818948,11.3227014,7.440500935,8.08785471,6.895418429999999,11.55620345,12.7412439,4.94285543,5.22167752,6.844954445
GSM1594849,14.2631691,10.7670291,10.6360994,13.1200179,11.9663583,7.3439602,8.36329531,7.957931215,11.59171085,13.0399031,4.94285543,4.74705928,6.608686155
GSM1594850,13.5187537,11.0118683,11.7433195,13.2750067,12.8790793,7.617026,6.89029162,8.534608655,12.20756175,14.0585504,5.73338645,5.14710667,6.998608245
GSM1594851,10.7097923,11.4875462,10.0357486,12.5261549,10.393827,7.80487429,8.84073054,7.493917325,11.481260899999999,12.8846838,4.94285543,5.89759622,6.378465445
GSM1594852,10.568761,11.2172583,9.83843552,12.193966,11.5180974,7.469860875,9.8925636,7.705009865,11.59747135,13.1741891,4.94285543,6.47274972,6.673091295
GSM1594853,9.96744376,11.169168,11.2914174,13.7136587,12.0687379,6.91463188,8.46072008,7.93276908,12.58675525,13.978913,4.94285543,4.47660723,7.144770945
GSM1594854,13.9415387,11.3320316,10.236495,12.9952971,12.0444439,6.590350685000001,7.51597315,8.410299105,11.642343799999999,12.9604637,4.94285543,4.98286019,6.742198345
GSM1594855,11.0247715,11.6502339,8.68213853,11.6399785,11.0198192,8.53650699,10.7159486,7.462084845,10.757053500000001,12.1020133,5.90803315,6.62965319,5.729459905
GSM1594856,14.2010274,11.3121497,10.3270239,12.419804,12.0164701,7.64735146,8.06450814,8.00207086,11.69631965,12.8652553,4.94285543,7.31391553,6.55813991
GSM1594857,12.0898488,11.2267076,10.1403927,12.3466417,11.3114383,7.702583564999999,9.82483035,7.056679024999999,11.5665518,12.4604658,4.94285543,6.20754073,6.1878
GSM1594858,13.0314456,11.1580806,8.04367549,12.8926139,11.0218303,6.789751315,4.67851808,8.246470695,10.68948885,11.2688915,5.59141751,4.38439303,6.477607785
GSM1594859,13.3831161,11.0271789,10.9205797,12.8026943,11.7126055,6.876520025,6.94506958,7.822437485,11.3644636,13.2714375,4.94285543,4.75388408,6.585380705
GSM1594860,14.4574464,10.8056806,10.3803188,12.6187021,11.9974801,7.80242245,9.08679177,8.061793515,11.11185125,13.0880994,5.67329541,5.61449703,6.611254295
GSM1594861,13.3788356,11.9052315,9.84409964,12.1769801,10.8137917,8.034780085000001,8.06275167,7.121964235,11.31803215,11.8740706,4.94285543,6.06888505,6.44587846
GSM1594862,6.26157773,11.6248111,8.76494335,11.9990553,7.35918879,7.547186265000001,10.0790123,7.249789665,9.795406135,10.8825022,4.94285543,6.22141507,5.81377564
GSM1594863,12.9197208,11.8966742,9.77535863,12.8865126,11.207218,8.01839912,8.72755893,6.909874875,11.466612600000001,12.7756208,5.23587035,6.06573344,6.763506995
GSM1594864,7.52254974,11.5287714,8.91913937,11.7339838,8.58449325,7.7596687200000005,8.23428762,7.1922305699999995,10.45931745,11.8301088,5.89863542,6.47472991,5.0385121349999995
GSM1594865,12.3262652,11.1088413,9.88441803,12.3328296,10.6261183,7.558431455,8.94765224,6.58289088,10.9609356,11.62502,7.13024504,6.58203797,6.03560985
GSM1594866,5.47811169,11.8660477,8.66279228,11.88147,8.66865813,8.12608825,8.92981756,6.84171009,10.35151535,11.0381583,4.94285543,6.25230609,5.096621615
GSM1594867,12.708636,11.6434818,8.14144689,12.2144824,10.5225263,7.96400756,9.20261562,6.5324208850000005,10.9547137,11.9313525,5.3777649,5.95421753,5.964266745
GSM1594868,4.81157959,11.8637328,8.92634129,11.4086784,8.66023313,8.767460114999999,9.92762509,6.9509407450000005,10.531410900000001,11.4565105,6.06852373,6.34625858,5.495767315
GSM1594869,13.7302881,11.0073259,9.79366958,12.4840638,10.888843,7.35878285,9.72816932,8.546724085000001,10.9775074,12.5600924,4.94285543,4.45931217,6.07350012
GSM1594870,12.7617698,11.9090576,9.51786378,12.0244134,10.7658485,8.147151085,9.05724055,7.197104765,10.3158286,12.1046746,5.26772824,5.936162,5.88244995
GSM1594871,10.1418418,11.5227657,8.79117999,12.5104121,11.1351701,8.35723074,9.33544171,7.030255185,11.15313625,12.5796381,6.15930409,5.97685868,6.16400064
GSM1594872,9.55182071,11.67183,9.96896227,12.4798752,11.5118342,8.410780545,10.4144835,7.11453418,11.028417399999999,12.857487,5.11990831,6.25173681,6.37019909
GSM1594873,13.213213,11.5963149,9.17625771,12.723419,11.222921,8.40231839,10.2462926,7.41917026,11.0752755,12.639294,5.16596779,5.79301088,6.01594158
GSM1594874,13.9578825,11.3923449,10.4117753,13.2955814,11.7405424,7.6206416400000005,10.0567661,6.96660398,11.88454245,13.4536891,4.94285543,6.48784568,6.672512295
GSM1594875,13.3215628,10.2618501,10.7020493,12.9101749,12.0926653,7.59595764,4.67851808,8.68357624,11.669283100000001,12.4912357,4.94285543,4.38439303,7.251609745
GSM1594876,13.4407941,11.1179927,11.5908597,13.5923697,12.3843596,6.628170675,9.02488856,7.803125919999999,12.0639361,13.4687483,4.94285543,6.32556621,6.61725541
GSM1594877,14.2716003,11.3621327,10.3033223,12.5682419,11.7159176,7.439381995,7.75582364,7.525072685,11.65335655,12.3712423,4.94285543,6.36369589,6.3714116050000005
GSM1594878,13.6050902,10.9064562,10.0856476,13.1055143,12.0849122,8.008215795,9.57351672,7.214155065,11.86940555,12.9095409,4.94285543,5.52535618,6.909970445
GSM1594879,13.4332388,11.4741655,10.3640007,12.9377901,12.3451066,8.064925815,8.6883158,7.1464308,11.65849475,13.067528,4.94285543,6.09193946,6.659366365
GSM1594880,5.06350587,11.3738474,8.64356451,11.8154068,7.90169528,7.134130695,7.25228111,8.046613064999999,10.936332700000001,11.2134338,4.94285543,5.6856002,5.937835195
GSM1594881,13.113495,11.9100777,10.498018,12.763129,11.8201407,8.544859135,9.31623381,7.599747605,11.57507295,12.8444307,5.83430106,6.46011972,6.290738035
GSM1594882,13.4365731,10.8718045,11.0263132,13.395561,12.1608688,7.9541985,7.34696448,7.59704442,11.7687013,13.3740984,4.94285543,5.47354741,7.064226345
GSM1594883,14.2276029,11.0474241,11.0319985,13.1680814,11.428629,8.0152667,8.15473903,7.173060945,11.6539158,13.2375875,4.94285543,5.64893126,6.974955595
GSM1594884,6.52411903,11.5627716,8.85780347,12.5359711,9.89992093,7.80850308,8.55562132,6.795306425,11.1308167,11.8478492,6.41775348,5.72942144,6.129795685
GSM1594885,10.2615876,11.7749265,10.7242181,12.7810324,11.1762435,7.866202510000001,10.2444336,7.431838604999999,12.042880499999999,13.178289,4.94285543,6.3306504,6.830363795
GSM1594886,12.7886797,11.5725163,10.0998581,12.7633937,12.3850397,8.416416585,9.72214693,6.864128215,12.0500625,13.4977378,4.94285543,6.39925425,6.62475643
GSM1594887,12.1078094,11.2899338,9.07777602,12.4925912,11.1171406,7.450089645,7.26467608,8.131725204999999,11.5262594,11.4614729,4.94285543,5.36236235,6.394485325
GSM1594888,9.39074405,12.1059351,9.13695651,12.4986755,10.8954451,8.127510845,8.62880172,6.517421935,11.017169200000001,12.5713003,4.94285543,6.13264772,6.520972395
GSM1594889,10.7801598,11.6295015,8.86756297,12.4150334,9.21400736,8.293984585,7.70460051,7.5852849849999995,10.24534545,11.4888567,6.12265945,5.45111187,6.7716812950000005
GSM1594890,12.1369048,11.9660367,10.231248,12.6673102,11.9335511,8.029357285,9.76016023,6.746680485000001,11.3233562,12.9916292,4.94285543,6.578155,6.35141559
GSM1594891,10.3116939,11.5308599,9.33291088,13.1262693,10.5734215,8.03161311,9.01553549,8.111388585,12.216263399999999,12.862796,4.94285543,5.90890208,6.36005954
GSM1594892,7.43590863,11.0739201,8.52695816,12.3954426,7.95948814,6.263990424999999,8.31200858,6.430462915,10.33199205,11.3238168,4.94285543,6.81188013,5.59741113
GSM1594893,11.9610351,11.5036518,10.2009582,13.122307,11.4796801,7.95781154,7.9107584,8.33949947,11.77710505,13.0815761,4.94285543,6.28943348,6.719484545
GSM1594894,13.8795178,11.0230717,10.9834375,13.3679358,12.2791482,7.730798565000001,8.81297398,7.99389107,11.90780125,13.1678855,4.94285543,5.76941536,6.945524095
GSM1594895,14.0720673,10.8528512,10.3641728,12.6350351,11.7349823,7.774318900000001,9.36225271,7.61501774,11.66059615,13.1294196,4.94285543,6.08669107,7.030739645
GSM1594896,14.1735223,11.0728242,9.66537102,12.4014712,11.3430509,7.274000174999999,7.79120471,6.94151031,11.60622185,12.8272221,4.94285543,5.15747114,6.31453953
GSM1594897,10.2655962,11.8565201,9.30332582,12.4981167,10.8191847,8.34687952,9.25540599,6.78578445,11.52418215,12.2600884,4.94285543,6.36756031,6.17185071
GSM1594898,14.0050766,10.9416382,10.230607,12.3353637,11.9038075,7.666778259999999,8.69877669,7.3009919199999995,11.955123050000001,12.5426685,5.70832823,6.14573405,6.28162469
GSM1594899,14.3411893,11.9002682,9.84433227,11.9911488,11.4525748,8.57652881,9.85485322,6.808102195,10.398986534999999,12.508556,6.08502639,6.4888555,5.759288985
GSM1594900,12.5159529,10.682803,9.98304931,12.8183121,11.7450114,8.423026884999999,8.95334404,7.256582045,12.2123312,12.8704862,4.94285543,5.22821531,7.072967495
GSM1594901,8.20988344,12.1791597,8.28168936,11.9620146,9.26324289,8.479301995,9.65803085,7.273160584999999,10.54262655,11.4061339,5.74397849,6.8910625,5.7186159850000005
GSM1594902,12.6048877,10.932359,9.69586548,12.6758053,11.1757052,8.22037025,9.27135421,7.005402030000001,11.85410585,12.7792533,4.95943448,6.61716306,6.702700795
GSM1594903,8.40584268,10.8378056,10.356742,12.9967894,10.8692347,7.624082865,9.55331505,6.53025564,11.49409845,13.1894755,4.94285543,4.38439303,6.689097095
GSM1594904,13.7452059,10.7246202,10.6542695,12.8888251,12.0643065,6.645874415,8.35903486,6.950757155,11.66109055,13.3155727,4.94285543,5.26963548,7.019326045
GSM1594905,14.1886057,11.5313642,10.1939797,12.5497091,11.0443118,7.131000835,8.82696904,6.46434914,11.2001388,12.7377361,4.94285543,5.20023238,5.520904135
GSM1594906,11.2202575,11.3145966,9.24068337,12.3364827,9.73767315,7.43117644,9.00798688,6.541695465,10.93290305,11.7176505,4.94285543,4.60773525,6.376281235
GSM1594907,12.0279045,11.7653445,11.0219493,13.3128879,10.7066013,7.649818295,8.5518608,7.4369195900000005,11.8355294,13.5339717,4.94285543,6.52309873,6.13570916
GSM1594908,12.5696855,11.7631311,10.0678969,12.8697291,10.7415948,9.03957741,9.81131329,6.597519625,11.11793955,12.8467063,6.66277789,6.19360206,6.450827555
GSM1594909,7.4618729,11.695971,8.9396615,12.0171922,9.26540637,8.27739766,8.20418609,6.509786305,10.7146625,12.4672924,6.22726533,5.87703638,6.49995058
GSM1594910,14.2748046,11.1098306,10.2406886,12.731409,12.1104766,7.613770195,8.72246271,7.869592525,11.75309665,12.504183,4.94285543,6.14157163,6.656437875
GSM1594911,14.005117,10.8981415,10.2233115,12.9205474,11.1829454,7.22955583,8.66389646,6.29162326,11.364789,12.9455717,5.53958072,7.99693662,6.299644675
GSM1594912,14.4187016,10.1876723,10.9673996,13.5452613,12.2833167,7.9153692,9.00559677,8.10891071,12.14893055,13.5367467,4.94285543,4.70380402,6.906835995
GSM1594913,13.1401473,11.1163939,10.0739224,12.3077176,11.3146164,7.730126455000001,10.1677656,7.08168691,11.4215598,13.0766964,4.94285543,6.76562296,6.630509125
GSM1594914,13.9976946,11.1459288,10.2605016,12.6886708,12.0629573,7.82386765,8.50194749,7.1429605899999995,11.6790676,12.8667563,4.94285543,6.09562801,6.864774695
GSM1594915,7.84583563,11.3651925,8.34577666,11.6772863,9.02718465,7.774779260000001,9.31684278,7.74958237,10.068976800000002,10.3230985,6.34252803,6.01680039,6.004453765
GSM1594916,8.91782488,10.4055693,9.64554119,13.3446491,10.4235307,7.771164895,8.10704375,7.80945936,12.407373549999999,13.0799919,4.94285543,5.40158022,7.002070045
GSM1594917,14.3074426,10.1661752,11.0386043,12.9500886,12.4004233,7.57520353,9.49625696,7.370951375,11.654582600000001,13.4046601,4.94285543,6.78446911,6.918311545
GSM1594918,13.287939,10.7510507,10.0599387,12.5481897,11.9289987,8.2303681,9.84488406,7.447307115,11.5420592,13.4387907,5.04700151,6.86436881,6.722544295
GSM1594919,13.1458162,11.1720171,9.62940988,12.6045701,11.6897239,8.12628104,9.2611933,7.0292968899999995,11.63019985,12.8253431,4.94285543,6.42642829,6.508599015
GSM1594920,4.81157959,11.2934829,8.77345764,11.3156634,8.26843842,7.791238890000001,9.85559313,6.683831834999999,10.957671900000001,11.1605094,4.94285543,7.61719897,5.650052015
GSM1594921,11.9087932,10.3899964,10.6520592,13.3718229,11.9721665,6.767982685,8.26039232,7.6096846,12.2257309,13.6534875,4.94285543,4.38439303,7.107862945
GSM1594922,13.9254348,11.6480507,9.90873474,12.1831903,10.8726787,8.281690325,6.81700165,6.976502995,10.2974102,11.3559719,5.4681115,5.86451077,5.990444195
GSM1594923,12.4285209,10.8176589,10.3970107,12.6110477,11.8981294,8.2137405,9.28834986,6.817084865,11.1422868,13.0959117,4.94285543,6.5224922,6.301876465
GSM1594924,13.4817231,10.839716,10.1104057,12.2718893,11.6360185,8.194234885,10.4986518,6.923042860000001,10.992941850000001,12.2077253,4.94285543,6.00617673,6.902590645
GSM1594925,12.7976099,11.66123,9.8368344,12.3347306,11.5104959,8.771580525000001,9.57141906,7.005637755,11.44474575,12.4881651,4.94285543,5.60941494,6.18496765
GSM1594926,13.4019533,11.341102,9.25300421,12.208008,11.2088797,8.129734305,9.35409242,7.277368645,11.4850233,12.4230341,5.75685287,4.94880534,6.8084591450000005
GSM1594927,12.9506274,10.9464309,10.4807556,12.8687555,12.4809887,7.686741585,9.59435732,6.486979015,12.06727385,13.5581781,4.94285543,6.67647328,6.852429495
GSM1594928,13.7532344,10.9101062,10.5321979,12.6009541,11.8965982,6.861684074999999,6.75721159,7.171456485,11.76513145,12.8742586,4.94285543,6.31313059,6.51681766
GSM1594929,10.8153073,12.1553676,9.5350879,12.3900067,10.765318,8.20049125,9.74788385,7.1577962,11.284395400000001,12.4490588,5.51265661,7.10985478,6.501289395
GSM1594930,7.5421126,11.4026848,8.72364014,11.5677731,8.05009829,7.69014458,7.36054229,8.109265475,10.033505985,9.92382981,7.04583633,5.46641975,6.747407395
GSM1594931,8.4145863,11.5701076,9.97266088,12.6343832,10.9208184,7.284541884999999,8.86825726,6.81809816,11.7086682,12.8316068,4.94285543,5.65134504,6.631481525
GSM1594932,5.54288798,11.8288592,8.57252201,11.8528678,8.96539491,8.42343355,9.71613883,7.107810775,10.23655135,11.0310923,4.94285543,6.13610268,4.8908137400000005
GSM1594933,11.7950464,12.0310834,9.11069702,12.0788029,10.5528598,8.601222795,9.44978357,6.205861535,10.623835005,11.4503958,4.94285543,5.90073804,6.31013697
GSM1594934,13.8981508,12.0165309,9.85196723,12.3735295,11.8320547,8.35958752,9.25081843,6.43442179,11.32293125,12.0589439,4.96405228,6.03747323,6.34305712
GSM1594935,13.064385,10.9154302,11.12938,13.1313445,12.3948024,6.437009835,9.60027049,7.8855590499999995,12.50393295,13.5821104,4.94285543,5.83130243,7.124013995
GSM1594936,8.45624462,11.8872583,8.99110195,12.6693505,10.8193789,8.145731305,10.0555592,7.276936985,11.30256885,12.7273995,4.94285543,5.60850556,5.851674805
GSM1594937,10.5894098,11.4352267,9.03057133,12.4314525,10.3325132,7.953082165,7.97773299,7.0872209900000005,11.00320545,12.4768139,4.94285543,5.23541162,6.39777542
GSM1594938,13.8757613,10.1593741,11.6820767,14.0592125,12.6426361,5.544638985000001,6.94562146,7.2926784300000005,12.557797950000001,14.305139,4.94285543,4.38439303,7.098205445
GSM1594939,14.6414693,10.3791548,10.8613227,12.9880025,12.0679386,6.76865352,8.45180976,7.47772435,12.05829455,13.4025708,4.94285543,6.67228785,7.274521995
GSM1594940,12.861525,10.4599636,10.5451398,13.0283409,11.7495449,6.74406822,7.93513055,8.42886625,12.228860000000001,13.0825492,4.94285543,5.95623242,6.814197895
GSM1594941,8.43539379,11.1121752,9.45382893,12.4646014,9.8812115,8.344134225000001,8.87783472,7.31222539,11.01382805,12.3195349,6.46497649,6.6566886,6.28337536
GSM1594942,9.32878472,10.7049479,9.97911054,12.9403226,10.2973671,8.06482811,9.55573619,7.8020820099999995,11.75163635,12.4249412,4.94285543,4.54256975,6.29474829
GSM1594943,12.2672783,9.4672399,10.1487339,13.1636784,12.3035731,6.69291646,8.29612807,7.1578778,12.10318545,13.9529685,4.94285543,5.04182908,7.046490795
GSM1594944,12.3561786,9.85464632,9.25326506,12.7798033,10.6817619,6.525851755,6.72899505,8.774267505000001,12.4133918,11.7807792,4.94285543,4.62916442,6.905373295
